罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-06-19,10,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-06-26,12,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-06-28,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-07-04,08,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-07-08,11,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-07-12,13,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-07-16,18,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-07-22,08,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-07-22,18,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-07-23,09,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-07-23,20,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-08-04,18,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-08-05,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-08-17,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-08-19,23,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-09-01,21,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-09-08,16,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-09-09,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-09-10,22,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-09-13,13,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-09-13,18,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-09-18,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-09-22,22,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-09-25,08,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-10-07,07,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-10-14,23,その他,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-10-19,07,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-10-21,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-10-29,15,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-10-30,19,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-11-02,20,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-11-03,17,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-11-27,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-11-30,22,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-12-03,14,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-12-03,22,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-12-08,06,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2022-12-12,14,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼２丁目,2022-04-08,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼２丁目,2022-09-30,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼２丁目,2022-11-25,22,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼２丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼２丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津１丁目,2022-01-14,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津１丁目,2022-01-30,09,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津１丁目,2022-04-28,07,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津１丁目,2022-05-29,21,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津１丁目,2022-06-30,22,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津１丁目,2022-06-30,22,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津１丁目,2022-07-01,22,その他,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津１丁目,2022-07-11,16,その他,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津３丁目,2022-05-26,17,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津３丁目,2022-06-28,13,４階建て以上共同住宅,その他,40歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津３丁目,2022-09-01,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津６丁目,2022-01-28,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津６丁目,2022-09-22,20,一戸建住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津７丁目,2022-07-28,18,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津７丁目,2022-10-01,15,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津７丁目,2022-10-15,11,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津７丁目,2022-10-23,19,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津７丁目,2022-11-25,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津７丁目,2022-12-11,15,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,奏の杜３丁目,2022-07-09,00,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,奏の杜３丁目,2022-09-26,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜１丁目,2022-02-03,09,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-01-27,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-03-20,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-04-14,16,駐車（輪）場,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-04-28,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-05-02,12,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-05-08,22,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-05-19,13,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-05-31,22,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-06-02,09,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-09-01,15,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-09-08,18,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-09-28,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-10-03,16,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-10-05,19,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-10-13,17,その他,その他,10歳代,大学生,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-11-12,08,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜２丁目,2022-11-16,15,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜３丁目,2022-04-29,07,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,茜浜３丁目,2022-09-28,08,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,秋津１丁目,2021-12-01,19,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,秋津２丁目,2022-03-21,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,秋津２丁目,2022-04-06,09,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,秋津２丁目,2022-06-17,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,秋津２丁目,2022-12-21,14,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-03-07,15,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-07-04,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-07-21,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-07-23,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-07-24,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-07-24,16,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-07-24,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-07-24,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-07-24,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2022-07-24,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,香澄５丁目,2022-07-01,18,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園１丁目,2022-01-02,10,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園１丁目,2022-04-09,11,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園１丁目,2022-04-29,22,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園１丁目,2022-06-29,09,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園１丁目,2022-09-11,10,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園１丁目,2022-11-15,14,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園１丁目,2022-12-05,17,その他,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園１丁目,2022-12-09,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園２丁目,2021-12-06,19,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園２丁目,2022-04-27,14,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,芝園２丁目,2022-11-07,08,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,袖ケ浦４丁目,2022-06-03,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,津田沼４丁目,2022-12-22,08,４階建て以上共同住宅,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,習志野,秋津交番,122165,千葉県,習志野市,本大久保２丁目,2022-03-25,20,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,鷺沼台１丁目,2022-11-17,18,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,鷺沼台２丁目,2022-12-06,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,袖ケ浦１丁目,2022-06-03,09,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,津田沼３丁目,2022-02-16,12,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,津田沼３丁目,2022-11-10,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,津田沼３丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎１丁目,2022-02-23,22,一戸建住宅,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎１丁目,2022-03-03,22,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎２丁目,2022-10-01,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎３丁目,2022-05-13,16,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎３丁目,2022-05-27,18,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎３丁目,2022-08-08,10,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎３丁目,2022-11-07,12,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎４丁目,2022-09-28,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎４丁目,2022-10-20,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎６丁目,2022-07-23,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎７丁目,2022-02-21,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎７丁目,2022-11-10,09,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,本大久保１丁目,2022-04-23,15,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,本大久保１丁目,2022-05-27,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,本大久保１丁目,2022-07-28,14,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,習志野,藤崎交番,122165,千葉県,習志野市,本大久保１丁目,2022-08-18,12,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,習志野,袖ヶ浦交番,122165,千葉県,習志野市,袖ケ浦２丁目,2022-03-16,08,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,習志野,袖ヶ浦交番,122165,千葉県,習志野市,袖ケ浦２丁目,2022-05-31,16,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,習志野,袖ヶ浦交番,122165,千葉県,習志野市,袖ケ浦２丁目,2022-07-05,09,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,習志野,袖ヶ浦交番,122165,千葉県,習志野市,袖ケ浦２丁目,2022-08-06,13,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,習志野,袖ヶ浦交番,122165,千葉県,習志野市,袖ケ浦５丁目,2022-06-27,22,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,谷津交番,122165,千葉県,習志野市,谷津２丁目,2022-05-17,18,一戸建住宅,その他,10歳代,大学生,施錠した
窃盗,自転車盗,習志野,谷津交番,122165,千葉県,習志野市,谷津３丁目,2022-06-27,15,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,谷津交番,122165,千葉県,習志野市,谷津３丁目,2022-06-27,16,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,習志野,谷津交番,122165,千葉県,習志野市,谷津３丁目,2022-12-04,18,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,習志野,谷津交番,122165,千葉県,習志野市,谷津５丁目,2022-05-24,18,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,習志野,谷津交番,122165,千葉県,習志野市,谷津５丁目,2022-06-18,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,習志野,谷津交番,122165,千葉県,習志野市,谷津５丁目,2022-07-11,07,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,習志野,谷津交番,122165,千葉県,習志野市,谷津５丁目,2022-09-25,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山１丁目,2022-01-11,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-01-07,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-02-02,10,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-04-27,18,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-06-11,22,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-07-11,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-08-16,09,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-08-29,16,その他,その他,50歳代,その他,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-10-30,10,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-11-02,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-11-03,18,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山２丁目,2022-12-22,20,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山３丁目,2022-04-12,11,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山３丁目,2022-05-08,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
